productNo,category,brand,name,pricePerQuantity,mrp,price,description,img,available,createdAt
519,Flours & Grains, Atta,Idli Rava,1 kg,47.00,41.00,Idli Rava,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
520,Flours & Grains, Atta,Makai For Popcorn,200 gms,23.00,28.00,Makai For Popcorn,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
521,Flours & Grains, Atta,Lapsi Rava / Daliya,500 gms,30.00,25.00,Lapsi Rava / Daliya,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
522,Flours & Grains, Atta,Bajari,1 kg,38.00,35.00,Bajari,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
523,Flours & Grains, Atta,Premia Sabudana Smal,500 gms,49.00,43.00,Premia Sabudana Smal,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
524,Flours & Grains, Atta,Bhagirathi Jowar Atta,500 gms,50.00,46.00,Bhagirathi Jowar Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
525,Flours & Grains, Atta,Bhagirathi Nachani (Ragi) Atta,500 gms,50.00,56.00,Bhagirathi Nachani (Ragi) Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
526,Flours & Grains, Atta,Tata Sampann Fine Besan,1 kg,125.00,100.00,Tata Sampann Fine Besan,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
527,Flours & Grains, Atta,Bhagirathi Maka (Corn) Flour,500 gms,38.00,34.00,Bhagirathi Maka (Corn) Flour,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
528,Flours & Grains, Atta,Bhagirathi Thalipeeth Bhajni ,200 gms,40.00,36.00,Bhagirathi Thalipeeth Bhajni ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
529,Flours & Grains, Atta,Bhagirathi Bajra Atta,500 gms,38.00,35.00,Bhagirathi Bajra Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
530,Flours & Grains, Atta,24 Mantra Organic Besan,500 gms,86.00,72.00,24 Mantra Organic Besan,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
531,Flours & Grains, Atta,Bhagirathi Rajgira Atta,200 gms,49.00,34.00,Bhagirathi Rajgira Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
532,Flours & Grains, Atta,Bhagirathi Rajgira Atta,500 gms,79.00,58.00,Bhagirathi Rajgira Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
533,Flours & Grains, Atta,Bhagirathi Rice Atta,500 gms,32.00,29.00,Bhagirathi Rice Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
534,Flours & Grains, Atta,Bajari Atta,500 gms,23.00,28.00,Bajari Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
535,Flours & Grains, Atta,Lapsi Rava / Daliya,500 gms,30.00,25.00,Lapsi Rava / Daliya,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
536,Flours & Grains, Atta,Bajari,1 kg,38.00,35.00,Bajari,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
537,Flours & Grains, Atta,Premia Sabudana Smal,500 gms,49.00,43.00,Premia Sabudana Smal,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
538,Flours & Grains, Atta,Bhagirathi Jowar Atta,500 gms,50.00,46.00,Bhagirathi Jowar Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
539,Flours & Grains, Atta,Bhagirathi Nachani (Ragi) Atta,500 gms,50.00,56.00,Bhagirathi Nachani (Ragi) Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
540,Flours & Grains, Atta,Tata Sampann Fine Besan,1 kg,125.00,100.00,Tata Sampann Fine Besan,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
541,Flours & Grains, Atta,Agarwal's 420 Masala Missi Roti Atta,500 gms,57.00,48.00,Agarwal's 420 Masala Missi Roti Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
542,Flours & Grains, Atta,Bhagirathi Shingada Atta,200 gms,110.00,80.00,Bhagirathi Shingada Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
543,Flours & Grains, Atta,Nachni Atta,500 gms,36.00,25.00,Nachni Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
544,Flours & Grains, Atta,Satyam Lapsi Medium,500 gms,37.00,34.00,Satyam Lapsi Medium,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
545,Flours & Grains, Atta,Bhagirathi Modak Atta,500 gms,55.00,49.00,Bhagirathi Modak Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
546,Flours & Grains, Atta,Jawari Atta,500 gms,35.00,25.00,Jawari Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
547,Flours & Grains, Atta,Satyam Besan,500 gms,62.00,56.00,Satyam Besan,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
548,Flours & Grains, Atta,Satyam Maida,500 gms,32.00,27.00,Satyam Maida,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
549,Flours & Grains, Atta,Bhagirathi Upwas Bhajani,200 gms,55.00,49.00,Bhagirathi Upwas Bhajani,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
550,Flours & Grains, Atta,Satyam Rava,500 gms,39.00,34.00,Satyam Rava,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
551,Flours & Grains, Atta,Bhagirathi Multigrain Bhakari Atta,500 gms,50.00,38.00,Bhagirathi Multigrain Bhakari Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
552,Flours & Grains, Atta,Premia Sabudana Small ,500 gms,43.00,40.00,Premia Sabudana Small ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
553,Flours & Grains, Atta,Bhagirathi Ragi Malt With Sugar,200 gms,45.00,36.00,Bhagirathi Ragi Malt With Sugar,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
554,Flours & Grains, Atta,Satyam Barley,100 gms,12.00,11.00,Satyam Barley,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
555,Flours & Grains, Atta,Satyam Lapsi Medium ,500 gms,37.00,34.00,Satyam Lapsi Medium ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
556,Flours & Grains, Atta,Bhagirathi Maka (Corn) Flour : 500 gms,500 gms,38.00,34.00,Bhagirathi Maka (Corn) Flour : 500 gms,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
557,Flours & Grains, Atta,Agrawal's 420 Special Masala Mix Bedmi Puri Atta,500 gms,80.00,60.00,Agrawal's 420 Special Masala Mix Bedmi Puri Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
558,Flours & Grains, Atta,Agarwal's 420 Masala Missi Roti Atta ,500 gms,97.00,48.00,Agarwal's 420 Masala Missi Roti Atta ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
559,Dry Fruits,Almonds,Premia American Badam (Almonds),100 gms,99.00,80.00,Premia American Badam (Almonds),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
560,Dry Fruits,Almonds,Premia American Badam (Almonds),200 gms,195.00,165.00,Premia American Badam (Almonds),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
561,Dry Fruits,Almonds,Premia American Badam (Almonds),500 gms,461.00,419.00,Premia American Badam (Almonds),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
562,Dry Fruits,Almonds,Nutraj California Almonds (Badam) ,500 gms,599.00,421.00,Nutraj California Almonds (Badam) ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
563,Dry Fruits,Almonds,KMK Almond American (Badam),200 gms,265.00,216.00,KMK Almond American (Badam),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
564,Dry Fruits,Almonds,Nuts4U Plain Almonds (Badam,500 gms,599.00,419.00,Nuts4U Plain Almonds (Badam,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
565,Dry Fruits,Almonds,Nuts4u Roasted Salted Almonds (Badam),500 gms,650.00,435.00,Nuts4u Roasted Salted Almonds (Badam),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
566,Dry Fruits,Almonds,KMK Almond Mamra (Badam) ,200 gms,1045.00,943.00,KMK Almond Mamra (Badam) ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
567,Dry Fruits,Almonds,KMK Mewa Masti Almonds,12 gms,20.00,14.00,KMK Mewa Masti Almonds,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
568,Dry Fruits,Cashews,Premia Regular Kaju (Cashews) - 320,500 gms,616.00,510.00,Premia Regular Kaju (Cashews) - 320,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
569,Dry Fruits,Cashews,Premia Kaju,500 gms,638.00,533.00,Premia Kaju,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
570,Dry Fruits,Cashews,Premia Kaju Tukda,100 gms,126.00,101.00,Premia Kaju Tukda,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
571,Dry Fruits,Cashews,Premia Kaju Tukda,200 gms,242.00,198.00,Premia Kaju Tukda,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
572,Dry Fruits,Cashews,Nutraj Cashews,500 gms,999.00,499.00,Nutraj Cashews,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
573,Dry Fruits,Cashews,Premia Kaju Special (Cashews)  -240,500 gms,650.00,523.00,Premia Kaju Special (Cashews)  -240,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
574,Dry Fruits,Cashews,Kokan Gem Goa Cashew Premium (Kaju),500 gms,750.00,539.00,Kokan Gem Goa Cashew Premium (Kaju),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
575,Dry Fruits,Cashews,Kokan Gem Goa Cashew Classic (Kaju),500 gms,650.00,499.00,Kokan Gem Goa Cashew Classic (Kaju),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
576,Dry Fruits,Cashews,Premia Premium Kaju (Cashews) - 210,100 gms,175.00,140.00,Premia Premium Kaju (Cashews) - 210,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
577,Dry Fruits,Cashews,Premia Premium Kaju (Cashews) - 211,200 gms,341.00,268.00,Premia Premium Kaju (Cashews) - 211,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
578,Dry Fruits,Cashews,Nuts4u Roasted Salted Cashews (Kaju) ,500 gms,750.00,525.00,Nuts4u Roasted Salted Cashews (Kaju) ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
579,Dry Fruits,Pista,Premia Pista Plain (Pistachios) : 100 gms,100 gms,193.00,165.00,Premia Pista Plain (Pistachios) : 100 gms,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
580,Dry Fruits,Pista,Premia Pista Salty (Pistachio),100 gms,138.00,110.00,Premia Pista Salty (Pistachio),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
581,Dry Fruits,Pista,Premia Pista Salty (Pistachio),200 gms,271.00,246.00,Premia Pista Salty (Pistachio),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
582,Dry Fruits,Pista,KMK Pista Salted Irani (Pistachios) ,200 gms,400.00,308.00,KMK Pista Salted Irani (Pistachios) ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
583,Dry Fruits,Pista,Nutraj Iranian Pistachios (Pista) ,200 gms,449.00,275.00,Nutraj Iranian Pistachios (Pista) ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
584,Dry Fruits,Pista,Nutraj Premium California Pistachios (Pista),200 gms,370.00,257.00,Nutraj Premium California Pistachios (Pista),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
585,Dry Fruits,Dates,Date Crown Fard (Khajur),500 gms,234.00,179.00,Date Crown Fard (Khajur),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
586,Dry Fruits,Dates,Date Crown Khenaizi (Khajur),500 gms,212.00,186.00,Date Crown Khenaizi (Khajur),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
587,Dry Fruits,Dates,Emperor Royal Peacock Seeded Dates (Khajur),500 gms,125.00,89.00,Emperor Royal Peacock Seeded Dates (Khajur),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
588,Dry Fruits,Dates,Premia Red Dried Dates (Kharik),200 gms,100.00,83.00,Premia Red Dried Dates (Kharik),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
589,Dry Fruits,Dates,Premia Red Dried Dates (Kharik),500 gms,240.00,200.00,Premia Red Dried Dates (Kharik),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
590,Dry Fruits,Dates,Emperor Dates Iranian Muzafati,400 gms,170.00,134.00,Emperor Dates Iranian Muzafati,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
591,Dry Fruits,Dates,"Apis Arabian Pearls Premium Fard Dates 
",500 gms,225.00,155.00,"Apis Arabian Pearls Premium Fard Dates 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
592,Dry Fruits,Dates,Date Crown Bumaan,500 gms,140.00,98.00,Date Crown Bumaan,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
593,Dry Fruits,Dates,"Apis Deseeded Dates
",500 gms,125.00,62.00,"Apis Deseeded Dates
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
594,Dry Fruits,Dates,Premia Black Dried Dates (Kharik),200 gms,82.00,65.00,Premia Black Dried Dates (Kharik),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
595,Dry Fruits,Raisins,"Premia Kismis Indian (Raisins)
",100 gms,41.00,155.00,"Premia Kismis Indian (Raisins)
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
596,Dry Fruits,Raisins,"Premia Kismis Indian (Raisins)
",500 gms,225.00,155.00,"Premia Kismis Indian (Raisins)
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
597,Dry Fruits,Raisins,"Premia Kismis Indian (Raisins)
",500 gms,225.00,155.00,"Premia Kismis Indian (Raisins)
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
598,Dry Fruits,Raisins,Premia Kismis Black,100 gms,47.00,38.00,Premia Kismis Black,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
599,Dry Fruits,Raisins,Premia Kismis Black,200 gms,92.00,74.00,Premia Kismis Black,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
600,Dry Fruits,Raisins,"KMK Green Raisins Afghan (Kismis)
",200 gms,215.00,151.00,"KMK Green Raisins Afghan (Kismis)
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
601,Dry Fruits,Raisins,Premia Kismis Selected (Raisins),100 gms,62.00,42.00,Premia Kismis Selected (Raisins),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
602,Dry Fruits,Raisins,Premia Kismis Selected (Raisins),200 gms,125.00,102.00,Premia Kismis Selected (Raisins),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
603,Dry Fruits,Raisins,"KMK Black Raisins Seedless (Kismis)
",200 gms,165.00,82.00,"KMK Black Raisins Seedless (Kismis)
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
604,Dry Fruits,Raisins,"Premia Kismis Black Seedless
",100 gms,44.00,37.00,"Premia Kismis Black Seedless
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
605,Dry Fruits,Walnuts,Premia Akrod Magaj (Walnut Kernels),100 gms,230.00,191.00,Premia Akrod Magaj (Walnut Kernels),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
606,Dry Fruits,Walnuts,Nutraj California Whole Walnut (Akrod),1 kg,999.00,698.00,Nutraj California Whole Walnut (Akrod),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
607,Dry Fruits,Walnuts,Nutraj California Walnut Kernels (Akrod Magaj) ,250 gms,499.00,329.00,Nutraj California Walnut Kernels (Akrod Magaj) ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
608,Dry Fruits,Walnuts,Premia Akrod (Walnut) Whole ,1 kg,736.00,675.00,Premia Akrod (Walnut) Whole ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
609,Dry Fruits,Walnuts,Premia Akrod (Walnut) Whole ,200 gms,192.00,165.00,Premia Akrod (Walnut) Whole ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
610,Dry Fruits,Walnuts,"Tulsi California Royal Inshell Walnuts
",1 kg,776.00,555.00,"Tulsi California Royal Inshell Walnuts
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
611,Dry Fruits, Apricot,Premia Dry Apricot,200 gms,131.00,109.00,Premia Dry Apricot,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
612,Dry Fruits, Apricot,Premia Jardalu ,100 gms,70.00,59.00,Premia Jardalu ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
613,Dry Fruits,Mixed Dry Fruits,"Premia Mixed Dry Fruits
",500 gms,325.00,279.00,"Premia Mixed Dry Fruits
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
614,Dry Fruits,Mixed Dry Fruits,KMK Mix Mewa Cut Dry Fruits,200 gms,280.00,244.00,KMK Mix Mewa Cut Dry Fruits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
615,Dry Fruits,Mixed Dry Fruits,"KMK Cranberry Whole 
",200 gms,215.00,148.00,"KMK Cranberry Whole 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
616,Dry Fruits,Mixed Dry Fruits,Carnival Cranberry Premium Whole ,200 gms,200.00,99.00,Carnival Cranberry Premium Whole ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
617,Dry Fruits,Mixed Dry Fruits,Carnival Cranberry Classic Sliced,200 gms,185.00,99.00,Carnival Cranberry Classic Sliced,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
618,Dry Fruits, Charoli ,Premia Charoli ,100 gms,213.00,166.00,Premia Charoli ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
619,Dry Fruits,Makhana,Makhana (Foxnuts),100 gms,109.00,99.00,Makhana (Foxnuts),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
620,Dry Fruits,Makhana,"Morya Phool Makhana (Fox Nuts) 
",100 gms,125.00,99.00,"Morya Phool Makhana (Fox Nuts) 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
621,Dry Fruits,Makhana,Satyam Makhana,50 gms,97.00,85.00,Satyam Makhana,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
622,Dry Fruits,Anjeer,Premia Anjeer (Figs),100 gms,148.00,122.00,Premia Anjeer (Figs),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
623,Dry Fruits,Anjeer,Nutraj Afghan Figs - Anjeer,300 gms,499.00,320.00,Nutraj Afghan Figs - Anjeer,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
624,Dry Fruits,Anjeer,KMK Anjeer (Figs,200 gms,500.00,359.00,KMK Anjeer (Figs,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
625,Dry Fruits,DMart Grocery,Premia Cow Ghee Pouch,1 Litre,500.00,429.00,Premia Cow Ghee Pouch,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
626,Dry Fruits,DMart Grocery,Premia Sugar,1 kg,53.00,48.00,Premia Sugar,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
627,Dry Fruits,DMart Grocery,Premia Sugar,5kg,252.00,223.00,Premia Sugar,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
628,Dry Fruits,DMart Grocery,Premia American Badam (Almonds),100 gms,99.00,80.00,Premia American Badam (Almonds),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
629,Dry Fruits,DMart Grocery,Premia American Badam (Almonds),200 gms,196.00,165.00,Premia American Badam (Almonds),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
630,Dry Fruits,DMart Grocery,Premia American Badam (Almonds),500 gms,461.00,419.00,Premia American Badam (Almonds),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
631,Dry Fruits,DMart Grocery,Premia Poha Jada,500 gms,29.00,26.00,Premia Poha Jada,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
632,Dry Fruits,DMart Grocery,Premia Poha Jada,5kg,57.00,51.00,Premia Poha Jada,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
633,Dry Fruits,DMart Grocery,Premia Groundnut,500 gms,94.00,84.00,Premia Groundnut,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
634,Dry Fruits,DMart Grocery,Premia Groundnut,5kg,191.00,170.00,Premia Groundnut,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
635,Dry Fruits,DMart Grocery,Premia Jeera,100 gms,34.00,27.00,Premia Jeera,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
636,Dry Fruits,DMart Grocery,Premia Jeera,200 gms,65.00,54.00,Premia Jeera,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
637,Dry Fruits,DMart Grocery,Premia Jeera,500 gms,164.00,130.00,Premia Jeera,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
638,Dry Fruits,DMart Grocery,Mast Mast Premium Jaggery,900 gms,80.00,64.00,Mast Mast Premium Jaggery,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
639,Dry Fruits,DMart Grocery,Premia Groundnut,500 gms,45.00,40.00,Premia Groundnut,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
640,Dry Fruits,DMart Grocery,Premia Groundnut,1kg,88.00,76.00,Premia Groundnut,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
641,Dry Fruits,DMart Grocery,Premia Regular Kaju (Cashews) - 320,100 gms,130.00,105.00,Premia Regular Kaju (Cashews) - 320,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
642,Dry Fruits,DMart Grocery,Premia Regular Kaju (Cashews) - 321,200 gms,251.00,201.00,Premia Regular Kaju (Cashews) - 321,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
643,Dry Fruits,DMart Grocery,Premia Regular Kaju (Cashews) - 322,500 gms,616.00,510.00,Premia Regular Kaju (Cashews) - 322,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
644,Dry Fruits,DMart Grocery,Mast Mast Premium Jaggery,100 gms,239.00,191.00,Mast Mast Premium Jaggery,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
645,Dry Fruits,DMart Grocery,Premia Green Elaichi ,20 gms,100.00,89.00,Premia Green Elaichi ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
646,Dry Fruits,DMart Grocery,Premia Green Elaichi ,50 gms,241.00,215.00,Premia Green Elaichi ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
647,Dry Fruits,DMart Grocery,Premia Dry Coconut ,200 gms,84.00,62.00,Premia Dry Coconut ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
648,Dry Fruits,DMart Grocery,Premia Dry Coconut ,500 gms,203.00,156.00,Premia Dry Coconut ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
649,Dry Fruits,DMart Grocery,Keshar Premium Natural Jaggery Jar ,900 gms,100.00,91.00,Keshar Premium Natural Jaggery Jar ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
650,Dry Fruits,DMart Grocery,Premia Kaju Tukda,100 gms,125.00,101.00,Premia Kaju Tukda,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
651,Dry Fruits,DMart Grocery,Premia Kaju Tukda,200 gms,242.00,198.00,Premia Kaju Tukda,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
652,Dry Fruits,DMart Grocery,Premia Black Pepper,100 gms,79.00,68.00,Premia Black Pepper,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
653,Dry Fruits,DMart Grocery,Premia Black Pepper,50 gms,43.00,37.00,Premia Black Pepper,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
654,Dry Fruits,DMart Grocery,Premia Kashmiri Chilli Powder Deluxe,200 gms,81.00,69.00,Premia Kashmiri Chilli Powder Deluxe,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
655,Dry Fruits,DMart Grocery,Premia Kashmiri Chilli Powder Deluxe,500 gms,195.00,140.00,Premia Kashmiri Chilli Powder Deluxe,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
656,Dry Fruits,DMart Grocery,Premia Green Elaichi Economy ,10 gms,30.00,26.00,Premia Green Elaichi Economy ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
657,Dry Fruits,DMart Grocery,Makhana (Foxnuts,100 gms,109.00,99.00,Makhana (Foxnuts,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
658,Dry Fruits,DMart Grocery,Premia Ajma,100 gms,64.00,51.00,Premia Ajma,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
659,Dry Fruits,DMart Grocery,JaggeryDeluxe,450 gms,40.00,33.00,JaggeryDeluxe,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
660,Dry Fruits,DMart Grocery,JaggeryDeluxe,900 gms,80.00,65.00,JaggeryDeluxe,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
661,Dry Fruits,DMart Grocery,Premia Kismis Indian (Raisins),500 gms,177.00,159.00,Premia Kismis Indian (Raisins),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
662,Dry Fruits,DMart Grocery,Premia Badishep,100 gms,37.00,30.00,Premia Badishep,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
663,Dry Fruits,DMart Grocery,Premia Badishep,200 gms,71.00,56.00,Premia Badishep,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
664,Dry Fruits,DMart Grocery,Date Crown Fard (Khajur) ,500 gms,234.00,179.00,Date Crown Fard (Khajur) ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
665,Dry Fruits,DMart Grocery,Premia Haldi Powder Deluxe ,100 gms,17.00,15.00,Premia Haldi Powder Deluxe ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
666,Dry Fruits,DMart Grocery,Premia Haldi Powder Deluxe ,200 gms,32.00,29.00,Premia Haldi Powder Deluxe ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
667,Dry Fruits,DMart Grocery,Premia Haldi Powder Deluxe ,500 gms,71.00,61.00,Premia Haldi Powder Deluxe ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
668,Dry Fruits,DMart Grocery,Premia Pista Plain (Pistachios),100 gms,193.00,165.00,Premia Pista Plain (Pistachios),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
669,Dry Fruits,DMart Grocery,Premia Kashmiri Chilli Powder ,1 kg,368.00,313.00,Premia Kashmiri Chilli Powder ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
