productNo,category,brand,name,pricePerQuantity,mrp,price,description,img,available,createdAt
967,Packaged Food  ,Biscuits & Cookies,Kwality Kajoo Shrewsbury Cookies , 180 gms,65.00,60.00,Kwality Kajoo Shrewsbury Cookies ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
968,Packaged Food  ,Biscuits & Cookies,Unibic Choco Ripple Cookies ,100 gms,40.00,20.00,Unibic Choco Ripple Cookies ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
969,Packaged Food  ,Biscuits & Cookies,"Britannia Good Day Chocochip Cookies
",  100 gms,30.00,27.00,"Britannia Good Day Chocochip Cookies
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
970,Packaged Food  ,Glucose Biscuits,Parle-G Gold Biscuits,1 kg,115.00,92.00,Parle-G Gold Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
971,Packaged Food  ,Glucose Biscuits,Parle-G Original Gluco Biscuits,800 gms,70.00,65.00,Parle-G Original Gluco Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
972,Packaged Food  ,Glucose Biscuits,"Britannia Milk Bikis Biscuits : 200 gms
",200 gms,20.00,19.00,"Britannia Milk Bikis Biscuits : 200 gms
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
973,Packaged Food  , Marie  Biscuits,Britannia Vita Marie Gold Biscuits,150 gms,20.00,19.00,Britannia Vita Marie Gold Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
974,Packaged Food  , Marie  Biscuits,Britannia Vita Marie Gold Biscuits,300 gms,40.00,37.00,Britannia Vita Marie Gold Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
975,Packaged Food  , Marie  Biscuits,Britannia Marie Gold Biscuit ,1 kg,120.00,106.00,Britannia Marie Gold Biscuit ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
976,Packaged Food  , Marie  Biscuits,Britannia Marie Gold Biscuits,  250 gms,30.00,28.00,Britannia Marie Gold Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
977,Packaged Food  , Marie  Biscuits,"Sunfeast Marie Light Biscuit
",  1 kg,120.00,100.00,"Sunfeast Marie Light Biscuit
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
978,Packaged Food  , Marie  Biscuits,McVitie's Wholewheat Marie Biscuits , 200 gms,36.00,27.00,McVitie's Wholewheat Marie Biscuits ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
979,Packaged Food  , Marie  Biscuits,Parle Marie Biscuits,  250 gms,30.00,28.00,Parle Marie Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
980,Packaged Food  , Marie  Biscuits,"Sunfeast Marie Light
","  250 gms
",30.00,26.00,"Sunfeast Marie Light
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
981,Packaged Food  , Salty Biscuits,Parle Monaco Classic Regular Biscuit,400 gms,60.00,55.00,Parle Monaco Classic Regular Biscuit,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
982,Packaged Food  , Salty Biscuits,Parle Krack Jack Biscuits,  400 gms,60.00,55.00,Parle Krack Jack Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
983,Packaged Food  , Salty Biscuits,Britannia 50-50 Maska Chaska Biscuits ,120 gms,30.00,27.00,Britannia 50-50 Maska Chaska Biscuits ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
984,Packaged Food  , Salty Biscuits,Kwality Wine Biscuits,   100 gms,30.00,25.00,Kwality Wine Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
985,Packaged Food  ,Cream Biscuits,"Sunfeast Dark Fantasy Choco Fills Cookies
", 75 gms,30.00,25.00,"Sunfeast Dark Fantasy Choco Fills Cookies
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
986,Packaged Food  ,Cream Biscuits,"Sunfeast Dark Fantasy Choco Fills Cookies
",300 gms,120.00,94.00,"Sunfeast Dark Fantasy Choco Fills Cookies
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
987,Packaged Food  ,Cream Biscuits,Cadbury Oreo Original Chocolatey Sandwich Biscuits, 300 gms,75.00,61.00,Cadbury Oreo Original Chocolatey Sandwich Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
988,Packaged Food  ,Cream Biscuits,Britannia Treat Jim-Jam Cream Biscuits ,150 gms,35.00,31.00,Britannia Treat Jim-Jam Cream Biscuits ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
989,Packaged Food  ,Cream Biscuits,"Lotte Choco Pie
","336 gms
",140.00,111.00,"Lotte Choco Pie
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
990,Packaged Food  ,Cream Biscuits,"Lotte Choco Pie
",504 gms,200.00,144.00,"Lotte Choco Pie
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
991,Packaged Food  ,Cream Biscuits,Cadbury Oreo Choco Crème Chocolatey Sandwich Biscuits, 300 gms,75.00,64.00,Cadbury Oreo Choco Crème Chocolatey Sandwich Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
992,Packaged Food  ,Cream Biscuits,Britannia Bourbon Chocolate Biscuits,60 gms,10.00,9.00,Britannia Bourbon Chocolate Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
993,Packaged Food  ,Cream Biscuits,Britannia Bourbon Chocolate Biscuits,150 gms,30.00,27.00,Britannia Bourbon Chocolate Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
994,Packaged Food  ,Cream Biscuits,Cadbury Oreo Original Chocolatey Sandwich Biscuits,120 gms,30.00,28.00,Cadbury Oreo Original Chocolatey Sandwich Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
995,Packaged Food  ,Cream Biscuits,Parle Hide & Seek Choco Rolls ,250 gms,100.00,94.00,Parle Hide & Seek Choco Rolls ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
996,Packaged Food  ,Cream Biscuits,Cadbury Oreo Choco Creme Biscuits ,120 gms,30.00,28.00,Cadbury Oreo Choco Creme Biscuits ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
997,Packaged Food  ,Cream Biscuits,"Britannia Pure Magic Chocolush
",  300 gms,120.00,110.00,"Britannia Pure Magic Chocolush
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
998,Packaged Food  ,Cream Biscuits,Sunfeast Bourbon Bliss Biscuits,  150 gms,30.00,15.00,Sunfeast Bourbon Bliss Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
999,Packaged Food  ,Cream Biscuits,Cadbury Bournvita Chocolate Cookies ,120 gms,30.00,27.00,Cadbury Bournvita Chocolate Cookies ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1000,Packaged Food  ,Cream Biscuits,"Cadbury Oreo Cadbury Dipped
", 150 gms,60.00,55.00,"Cadbury Oreo Cadbury Dipped
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1001,Packaged Food  ,Cream Biscuits,Britannia Treat Bourbon Choco Fills,120 gms,30.00,27.00,Britannia Treat Bourbon Choco Fills,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1002,Packaged Food  ,Cream Biscuits,"Britannia Pure Magic Chocolush Cookies
",  75 gms,60.00,55.00,"Britannia Pure Magic Chocolush Cookies
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1003,Packaged Food  ,Digestive Biscuits,"Britannia NutriChoice Digestive Hi-Fibre Biscuits 
",100 gms,20.00,18.00,"Britannia NutriChoice Digestive Hi-Fibre Biscuits 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1004,Packaged Food  ,Digestive Biscuits,"Britannia NutriChoice Digestive Hi-Fibre Biscuits 
", 1 kg,169.00,148.00,"Britannia NutriChoice Digestive Hi-Fibre Biscuits 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1005,Packaged Food  ,Digestive Biscuits,Sunfeast Farmlite 5 Grain Digestive Biscuit, 1 kg,180.00,109.00,Sunfeast Farmlite 5 Grain Digestive Biscuit,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1006,Packaged Food  ,Digestive Biscuits,McVitie's Digestive Biscuit, 200 gms,40.00,28.00,McVitie's Digestive Biscuit,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1007,Packaged Food  ,Digestive Biscuits,Unibic Oatmeal Digestive Cookies, 600 gms,155.00,77.00,Unibic Oatmeal Digestive Cookies,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1008,Packaged Food  ,Digestive Biscuits,Mcvitie's Digestive Biscuits, 1 kg,159.00,139.00,Mcvitie's Digestive Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1009,Packaged Food  ,Digestive Biscuits,Britannia Nutri Choice Digestive Biscuits ,150 gms,40.00,37.00,Britannia Nutri Choice Digestive Biscuits ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1010,Packaged Food  ,Health Biscuits,Threptin Diskettes - Vanilla ,275 gms,433.00,366.00,Threptin Diskettes - Vanilla ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1011,Packaged Food  ,Health Biscuits,Threptin Diskettes - Vanilla , 1 kg,1425.00,1207.00,Threptin Diskettes - Vanilla ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1012,Packaged Food  ,Health Biscuits,Threptin Diskettes - Chocolate,  275 gms,433.00,367.00,Threptin Diskettes - Chocolate,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1013,Packaged Food  ,Health Biscuits,Nutrivalue Dibeck Health Biscuits ,150 gms,70.00,51.00,Nutrivalue Dibeck Health Biscuits ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1014,Packaged Food  ,Health Biscuits,Mcvitie's Digestive Biscuits, 1 kg,159.00,139.00,Mcvitie's Digestive Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1015,Packaged Food  ,Health Biscuits,Britannia NutriChoice Cracker Simply Lite Biscuits,200 gms,30.00,27.00,Britannia NutriChoice Cracker Simply Lite Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1016,Packaged Food  ,Health Biscuits,Dukes Waffy Choco Roll,  250 gms,150.00,75.00,Dukes Waffy Choco Roll,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1017,Packaged Food  ,Health Biscuits,Pickwick Creamy Wafer Biscuits - Chocolate, 75 gms,50.00,24.00,Pickwick Creamy Wafer Biscuits - Chocolate,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1018,Packaged Food  ,Health Biscuits,Pickwick Creamy Wafer Biscuits - Orange , 75 gms,50.00,25.00,Pickwick Creamy Wafer Biscuits - Orange ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1019,Packaged Food  ,Health Biscuits,Dukes Waffy Strawberry Roll , 250 gms,150.00,75.00,Dukes Waffy Strawberry Roll ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1020,Packaged Food  ,Health Biscuits,Pickwick Creamy Wafer Biscuits - Strawberry ,75 gms,50.00,24.00,Pickwick Creamy Wafer Biscuits - Strawberry ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1021,Packaged Food  ,Health Biscuits,Dukes Waffy Vanilla Flavoured Wafer Biscuits, 75 gms,45.00,22.00,Dukes Waffy Vanilla Flavoured Wafer Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1022,Packaged Food  ,Health Biscuits,Dukes Waffy Strawberry Roll , 250 gms,150.00,75.00,Dukes Waffy Strawberry Roll ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1023,Packaged Food  ,Health Biscuits,Pickwick Creamy Wafer Biscuits - Strawberry ,75 gms,50.00,24.00,Pickwick Creamy Wafer Biscuits - Strawberry ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1024,Packaged Food  ,Health Biscuits,Dukes Waffy Vanilla Flavoured Wafer Biscuits, 75 gms,45.00,22.00,Dukes Waffy Vanilla Flavoured Wafer Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1025,Packaged Food  ,Health Biscuits,Dukes Waffy Chocolate Flavoured Wafer Biscuits,   75 gms,45.00,22.00,Dukes Waffy Chocolate Flavoured Wafer Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1026,Packaged Food  ,Health Biscuits,Dukes Waffy Strawberry Flavoured Wafer Biscuits,75 gms,45.00,22.00,Dukes Waffy Strawberry Flavoured Wafer Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1027,Packaged Food  ,Health Biscuits,Dukes Waffy Orange Flavoured Wafer Biscuits, 75 gms,45.00,22.00,Dukes Waffy Orange Flavoured Wafer Biscuits,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1028,Packaged Food  ,Khari & Toasts,Britannia Toastea Premium Bake Rusk ,273 gms,40.00,36.00,Britannia Toastea Premium Bake Rusk ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1029,Packaged Food  ,Khari & Toasts,Britannia Toastea Premium Bake Rusk ,400 gms,58.00,46.00,Britannia Toastea Premium Bake Rusk ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1030,Packaged Food  ,Khari & Toasts,"Parle Real Elaichi Rusk
",200 gms,39.00,28.00,"Parle Real Elaichi Rusk
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1031,Packaged Food  ,Khari & Toasts,"Parle Real Elaichi Rusk
",273 gms,40.00,33.00,"Parle Real Elaichi Rusk
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1032,Packaged Food  ,Khari & Toasts,"Parle Real Elaichi Rusk
", 400 gms,60.00,51.00,"Parle Real Elaichi Rusk
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1033,Packaged Food  ,Khari & Toasts,Royal Fresh Elaichi Toast  ,200 gms,24.00,21.00,Royal Fresh Elaichi Toast  ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1034,Packaged Food  ,Khari & Toasts,Royal Fresh Elaichi Toast  ,300 gms,35.00,29.00,Royal Fresh Elaichi Toast  ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1035,Packaged Food  ,Khari & Toasts,Royal Maska Khari , 200 gms,38.00,34.00,Royal Maska Khari ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1036,Packaged Food  ,Khari & Toasts,Kwality Golden Toast, 250 gms,80.00,71.00,Kwality Golden Toast,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1037,Packaged Food  ,Khari & Toasts,Tosita Maska Khari,  150 gms,70.00,59.00,Tosita Maska Khari,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1038,Packaged Food  ,Khari & Toasts,Tosita Milk Rusk , 150 gms,45.00,38.00,Tosita Milk Rusk ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1039,Packaged Food  ,Khari & Toasts,Tosita Jeera Khari ,200 gms,80.00,65.00,Tosita Jeera Khari ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1040,Packaged Food  ,Khari & Toasts,Tosita Multi Grain Rusk, 150 gms,45.00,38.00,Tosita Multi Grain Rusk,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1041,Packaged Food  ,Khari & Toasts,Tosita Methi Khari , 200 gms,80.00,45.00,Tosita Methi Khari ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1042,Packaged Food  ,Khari & Toasts,Kwality Maska Khari ,180gms,50.00,45.00,Kwality Maska Khari ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
1043,Packaged Food  ,Khari & Toasts,Kwality Jeera Butter ,180 gms,40.00,32.00,Kwality Jeera Butter ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
